era,baseline_version,version,channel,total_files,root_files,jobSH_files,log_files,other_files,hist_dir
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV16,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0l,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV16,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2016postVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lAddMCFakeTV3,1tau1l,59,56,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
